id,id_municipio,id_tipo_institucion,id_nivel_institucion,nombre,siglas,direccion,telefono,fecha_creacion
176,1,1,1,CORTE DE CONSTITUCIONALIDAD,GT-NIT-6687598,,,
177,1,1,1,"MUNICIPALIDAD DE SAN MARTÍN JILOTEPEQUE, CHIMALTENANGO",GT-NIT-5035120,,,
178,1,1,1,"MUNICIPALIDAD DE PATULUL, SUCHITEPÉQUEZ",GT-NIT-6539491,,,
179,1,1,1,ASOC. DE PADRES DE FAM. Y AMIGOS DE LA ESC. DE EDUC. ESPECIAL Y CENTRO DE REHABILITACION INTEGRAL,GT-NIT-24980080,,,
180,1,1,1,"MUNICIPALIDAD DE CHICHE, QUICHÉ",GT-NIT-6734391,,,
181,1,1,1,"MUNICIPALIDAD DE YUPILTEPEQUE, JUTIAPA",GT-NIT-6334504,,,
182,1,1,1,"MUNICIPALIDAD DE SANTA CATARINA IXTAHUACAN, SOLOLÁ",GT-NIT-4166825,,,
183,1,1,1,"MUNICIPALIDAD DE TIQUISATE, ESCUINTLA",GT-NIT-2348969,,,
184,1,1,1,INSTITUTO NACIONAL DE COOPERATIVAS -INACOP-,GT-NIT-1979086,,,
185,1,1,1,"MUNICIPALIDAD DE SAN JOSÉ LA ARADA, CHIQUIMULA",GT-NIT-4423828,,,
186,1,1,1,"MUNICIPALIDAD DE LA LIBERTAD, PETÉN",GT-NIT-6871755,,,
187,1,1,1,FEDERACION NACIONAL DE BOLICHE C.D.A.G.,GT-NIT-6669905,,,
188,1,1,1,"MUNICIPALIDAD DE SAN IDELFONSO IXTAHUACÁN, HUEHUETENANGO",GT-NIT-5986494,,,
189,1,1,1,"MUNICIPALIDAD DE PALÍN, ESCUINTLA",GT-NIT-4144112,,,
190,1,1,1,BENEMERITO CUERPO VOLUNTARIO DE BOMBEROS DE GUATEMALA,GT-NIT-3440974,,,
191,1,1,1,"MUNICIPALIDAD DE SANTA ROSA DE LIMA, SANTA ROSA",GT-NIT-6507174,,,
192,1,1,1,"MUNICIPALIDAD DE VILLA NUEVA, GUATEMALA",GT-NIT-5150019,,,
193,1,1,1,"MUNICIPALIDAD DE JEREZ, JUTIAPA",GT-NIT-6996329,,,
194,1,1,1,SECRETARIA NACIONAL DE ADMINISTRACION DE BIENES EN EXTINCION DE DOMINIO,GT-NIT-74472283,,,
195,1,1,1,SECRETARÍA DE OBRAS SOCIALES DE LA ESPOSA DEL PRESIDENTE,GT-NIT-6744087,,,
196,1,1,1,"MUNICIPALIDAD DE SAN ANTONIO SUCHITEPEQUEZ, SUCHITEPÉQUEZ",GT-NIT-6624421,,,
197,1,1,1,"MUNICIPALIDAD DE SAN PEDRO SOLOMA, HUEHUETENANGO",GT-NIT-5986664,,,
198,1,1,1,"MUNICIPALIDAD DE JOCOTAN, CHIQUIMULA",GT-NIT-4423844,,,
199,1,1,1,"MUNICIPALIDAD DE CHIANTLA, HUEHUETENANGO",GT-NIT-5986648,,,
200,1,1,1,"MUNICIPALIDAD DE CIUDAD VIEJA, SACATEPÉQUEZ",GT-NIT-6248845,,,
201,1,1,1,"MUNICIPALIDAD DE SAN ANDRÉS VILLA SECA, RETALHULEU",GT-NIT-6248470,,,
202,1,1,1,"MUNICIPALIDAD DE SAN JUAN BAUTISTA, SUCHITEPÉQUEZ",GT-NIT-6677533,,,
203,1,1,1,"MUNICIPALIDAD DE SOLOLÁ, SOLOLÁ",GT-NIT-2107341,,,
204,1,1,1,"MUNICIPALIDAD DE HUEHUETENANGO, HUEHUETENANGO",GT-NIT-4623479,,,
205,1,1,1,"MUNICIPALIDAD DE VILLA CANALES, GUATEMALA",GT-NIT-5380227,,,
206,1,1,1,"MUNICIPALIDAD DE LA GOMERA, ESCUINTLA",GT-NIT-4144198,,,
207,1,1,1,"MUNICIPALIDAD DE PATZUN, CHIMALTENANGO",GT-NIT-6452205,,,
208,1,1,1,"MUNICIPALIDAD DE CANTEL, QUETZALTENANGO",GT-NIT-6264786,,,
209,1,1,1,"MUNICIPALIDAD DE SAN JUAN CHAMELCO, ALTA VERAPAZ",GT-NIT-6506623,,,
210,1,1,1,TRIBUNAL SUPREMO ELECTORAL.,GT-NIT-4491882,,,
211,1,1,1,ASOCIACIÓN NACIONAL DE LA CRUZ ROJA GUATEMALTECA,GT-NIT-356557,,,
212,1,1,1,"MUNICIPALIDAD DE MALACATANCITO, HUEHUETENANGO",GT-NIT-5986257,,,
213,1,1,1,"MUNICIPALIDAD DE SIBILIA, QUETZALTENANGO",GT-NIT-6720242,,,
214,1,1,1,"MUNICIPALIDAD DE SAN MANUEL CHAPARRÓN, JALAPA",GT-NIT-6642942,,,
215,1,1,1,"MUNICIPALIDAD DE SAN MIGUEL IXTAGUACAN, SAN MARCOS",GT-NIT-634822K,,,
216,1,1,1,"MUNICIPALIDAD DE PAJAPITA, SAN MARCOS",GT-NIT-6437222,,,
217,1,1,1,"MUNICIPALIDAD DE LA ESPERANZA, QUETZALTENANGO",GT-NIT-620015K,,,
218,1,1,1,FIDEICOMISO DE APOYO A LA PLANIFICACION URBANA,GT-NIT-19602227,,,
219,1,1,1,"MUNICIPALIDAD DE RÍO BLANCO, SAN MARCOS",GT-NIT-6434126,,,
220,1,1,1,"MUNICIPALIDAD DE SAN MIGUEL ACATAN, HUEHUETENANGO",GT-NIT-4250990,,,
221,1,1,1,"MUNICIPALIDAD DE SAN BARTOLOMÉ JOCOTENANGO, QUICHÉ",GT-NIT-691411K,,,
222,1,1,1,"MUNICIPALIDAD DE ATESCATEMPA, JUTIAPA",GT-NIT-6539297,,,
223,1,1,1,ENTIDAD METROPOLITANA REGULADORA DE TRANSPORTE Y TRANSITO,GT-NIT-835782K,,,
224,1,1,1,"MUNICIPALIDAD DE SANTA CRUZ DEL QUICHÉ, QUICHÉ",GT-NIT-3274519,,,
225,1,1,1,"MUNICIPALIDAD DE COLOTENANGO, HUEHUETENANGO",GT-NIT-6055303,,,
226,1,1,1,INSTITUTO GUATEMALTECO DE MIGRACION,GT-NIT-101677537,,,
227,1,1,1,INSTITUTO NACIONAL DE ESTADÍSTICA -INE-,GT-NIT-3440516,,,
228,1,1,1,MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL,GT-NIT-3440168,,,
229,1,1,1,"MUNICIPALIDAD DE PARRAMOS, CHIMALTENANGO",GT-NIT-6180825,,,
230,1,1,1,"MUNICIPALIDAD DE PACHALUM, QUICHÉ",GT-NIT-6563201,,,
231,1,1,1,"MUNICIPALIDAD DE AGUACATAN, HUEHUETENANGO",GT-NIT-5986303,,,
232,1,1,1,"MUNICIPALIDAD DE SANTA MARIA CHIQUIMULA, TOTONICAPÁN",GT-NIT-4208447,,,
233,1,1,1,"MUNICIPALIDAD DE SAN CARLOS ALZATATE, JALAPA",GT-NIT-6760058,,,
234,1,1,1,"MUNICIPALIDAD DE FRAY BARTOLOMÉ DE LAS CASAS, ALTA VERAPAZ",GT-NIT-3581713,,,
235,1,1,1,"MUNICIPALIDAD DE SAN PEDRO PINULA, JALAPA",GT-NIT-4094646,,,
236,1,1,1,FEDERACION NACIONAL DE BOXEO -CDAG-,GT-NIT-6160751,,,
